grid_id,latitud_predicha,longitud_predicha,fecha_hora_prediccion,alcaldia,colonia,tipo_delito_predicho,rango_metros,probabilidad_prediccion
59_209,19.39237381383293,-99.186015742952,2024-01-16 13:30:00,BENITOJUAREZ,SAN PEDRO DE LOS PINOS,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5164034
67_212,19.43080545321523,-99.16969969731578,2024-08-19 07:30:00,CUAUHTEMOC,CUAUHTÉMOC,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5064526
56_202,19.377683292059157,-99.22042156369923,2024-02-06 10:30:00,ALVAROOBREGON,1A AMPLIACIÓN PRESIDENTES,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5850688
66_211,19.427379557505983,-99.17679305706386,2024-09-19 13:30:00,CUAUHTEMOC,CUAUHTÉMOC,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.6062723
52_236,19.35600034242206,-99.04969782266453,2024-08-14 22:30:00,IZTAPALAPA,UNIDAD VICENTE GUERRERO,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.590152
55_203,19.372310411214187,-99.21628126351828,2024-01-11 07:30:00,ALVAROOBREGON,OLIVAR DEL CONDE 2A SECCIÓN,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.6055076
23_222,19.21196970144874,-99.12006879078834,2024-05-14 16:30:00,XOCHIMILCO,SAN FRANCISCO TLALNEPANTLA,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5502448
67_215,19.43357401369604,-99.15437707384118,2024-03-19 10:30:00,CUAUHTEMOC,TABACALERA,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.55332273
57_233,19.384028916353905,-99.06688873957818,2024-01-01 13:30:00,IZTACALCO,AGRÍCOLA ORIENTAL,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5242273
57_235,19.380904385802346,-99.05638101540086,2024-02-12 01:30:00,IZTAPALAPA,UNIDAD EJÉRCITO CONSTITUCIONALISTA,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5193144
40_232,19.29728244508126,-99.06845815640152,2024-04-04 07:30:00,IZTAPALAPA,EL MOLINO TEZONCO,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.58412325
61_215,19.40312625854392,-99.155366172441,2024-03-03 22:30:00,BENITOJUAREZ,PIEDAD NARVARTE,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.55941254
63_203,19.41303186967086,-99.21815867634076,2024-08-10 16:30:00,MIGUELHIDALGO,LOMAS DE CHAPULTEPEC I SECCIÓN,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.588352
65_222,19.424538308496977,-99.11841552405244,2024-08-08 04:30:00,VENUSTIANOCARRANZA,MERCED BALBUENA,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.66675866
44_195,19.3186479717921,-99.25741322078224,2024-05-01 19:30:00,LAMAGDALENACONTRERAS,LAS CRUCES,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.53561825
43_236,19.31018964177995,-99.04869934503036,2024-02-09 19:30:00,TLAHUAC,LAS ARBOLEDAS,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.54914063
73_224,19.460721449133153,-99.10777334438218,2024-02-12 13:30:00,GUSTAVOA.MADERO,TABLAS DE SAN AGUSTÍN,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.6375549
59_195,19.39298373089772,-99.25638916978642,2024-05-30 16:30:00,CUAJIMALPADEMORELOS,BOSQUES DE LAS LOMAS,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.52146196
57_214,19.380528577201545,-99.16146705896637,2024-05-23 19:30:00,BENITOJUAREZ,NARVARTE,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5462892
64_231,19.41730090752678,-99.07668986613471,2024-07-15 10:30:00,VENUSTIANOCARRANZA,AVIACIÓN CIVIL,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5273738
69_228,19.444943851040183,-99.09093672008426,2024-08-07 07:30:00,VENUSTIANOCARRANZA,PENSADOR MEXICANO,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5782344
57_215,19.383277769013898,-99.15708965817184,2024-03-26 13:30:00,BENITOJUAREZ,VERTIZ NARVARTE,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.6058786
56_217,19.377389640257128,-99.14375363642716,2024-09-19 01:30:00,BENITOJUAREZ,SAN SIMÓN TICUMAC,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5008454
77_219,19.484002135199766,-99.1371759688958,2024-07-19 13:30:00,GUSTAVOA.MADERO,MAGDALENA DE LAS SALINAS,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5168065
62_219,19.408144337548087,-99.13466453537764,2024-02-05 13:30:00,CUAUHTEMOC,VISTA ALEGRE,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5120275
63_217,19.413152076826726,-99.14229811071226,2024-08-22 16:30:00,CUAUHTEMOC,DOCTORES,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.6300212
60_232,19.39998219231519,-99.06866389289064,2024-06-01 13:30:00,IZTACALCO,AGRÍCOLA ORIENTAL,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5159547
48_206,19.337794398024435,-99.19976146357908,2024-02-08 01:30:00,ALVAROOBREGON,PROGRESO,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5591707
52_212,19.36101156941152,-99.17099431802184,2024-09-10 16:30:00,BENITOJUAREZ,XOCO,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.55965036
51_224,19.35470120744777,-99.10924973931,2024-08-19 16:30:00,IZTAPALAPA,MINERVA,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.56467956
61_212,19.4012608591544,-99.16991276113174,2024-09-29 13:30:00,CUAUHTEMOC,HIPÓDROMO,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5181165
89_218,19.540743748700255,-99.14004040198482,2024-08-29 19:30:00,GUSTAVOA.MADERO,GUADALUPE VICTORIA CUAUTEPEC,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5474074
51_213,19.350772279603092,-99.16637363974516,2024-04-29 22:30:00,COYOACAN,DEL CARMEN,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.61853254
50_230,19.34567737468212,-99.07858870649096,2024-09-16 19:30:00,IZTAPALAPA,EL MANTO,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.6127521
65_218,19.420970438788192,-99.14001686126888,2024-09-23 10:30:00,CUAUHTEMOC,CENTRO,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.58797467
68_207,19.438558427514764,-99.19623153494204,2024-09-22 04:30:00,MIGUELHIDALGO,GRANADA,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5896584
17_232,19.181896111322818,-99.07052631453296,2024-02-25 13:30:00,MILPAALTA,SAN JUAN (SAN PABLO OZTOTEPEC),DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.61372906
60_215,19.396734480078777,-99.15559976559692,2024-09-21 16:30:00,BENITOJUAREZ,NARVARTE,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5533485
69_215,19.44492814866655,-99.15285187721628,2024-03-11 07:30:00,CUAUHTEMOC,BUENAVISTA,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5091957
75_222,19.46982148043659,-99.12014870990356,2024-08-13 16:30:00,GUSTAVOA.MADERO,GUADALUPE TEPEYAC,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.59572047
80_229,19.499443839861375,-99.08376673478834,2024-01-30 07:30:00,GUSTAVOA.MADERO,NUEVA ATZACOALCO,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5626087
80_207,19.496564780929724,-99.19748722003004,2024-08-27 22:30:00,AZCAPOTZALCO,SAN MARTÍN XOCHINAHUAC,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5493936
28_227,19.236182769607293,-99.0952307263436,2024-02-27 13:30:00,XOCHIMILCO,PUEBLO NATIVITAS,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5458955
36_208,19.27870238921523,-99.18971549041756,2024-06-22 13:30:00,TLALPAN,SAN ANDRÉS TOTOLTEPEC,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.53062254
69_229,19.44392120389132,-99.0879634943968,2024-01-09 22:30:00,VENUSTIANOCARRANZA,PENSADOR MEXICANO,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5341525
41_210,19.30518320201597,-99.18104310928943,2024-04-16 10:30:00,COYOACAN,ISIDRO FABELA,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5679118
79_228,19.49421342768714,-99.08906181529252,2024-04-25 19:30:00,GUSTAVOA.MADERO,NUEVA ATZACOALCO,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5710474
37_206,19.284450734624205,-99.20159886973752,2024-06-08 16:30:00,TLALPAN,MIGUEL HIDALGO 2A SECCIÓN,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.52114964
77_230,19.48182594525791,-99.07973659654829,2024-04-09 16:30:00,GUSTAVOA.MADERO,CAMPESTRE ARAGÓN,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5355155
63_230,19.410606699370152,-99.08120683565248,2024-08-04 01:30:00,VENUSTIANOCARRANZA,AVIACIÓN CIVIL,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.61734194
53_215,19.364007491989373,-99.15736482734204,2024-07-03 10:30:00,BENITOJUAREZ,SANTA CRUZ ATOYAC,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.567389
36_223,19.280240241004822,-99.11666970808562,2024-03-17 22:30:00,XOCHIMILCO,BARRIO 18,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.61041373
45_194,19.325296571323022,-99.25762399092,2024-09-04 07:30:00,ALVAROOBREGON,LOMAS DE LA ERA,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5823655
59_211,19.393130041637665,-99.17279976420396,2024-06-26 13:30:00,BENITOJUAREZ,NAPOLES,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.556994
72_207,19.457210460233664,-99.1925109972568,2024-04-02 04:30:00,MIGUELHIDALGO,TORRE BLANCA,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.6085855
40_218,19.299277555951864,-99.139338510504,2024-03-18 13:30:00,TLALPAN,VILLA LÁZARO CÁRDENAS,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.578954
65_220,19.42218998749422,-99.13213235457523,2024-02-18 16:30:00,CUAUHTEMOC,TRANSITO,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5546579
32_244,19.259439243063063,-99.01014600169584,2024-02-04 13:30:00,TLAHUAC,BARRIO SAN SEBASTIÁN,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.54517347
67_224,19.43455502294472,-99.109846862114,2024-06-19 04:30:00,VENUSTIANOCARRANZA,MOCTEZUMA 1A SECCIÓN,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5767791
74_234,19.46729503510361,-99.05870117957753,2024-01-15 19:30:00,GUSTAVOA.MADERO,VILLA DE ARAGÓN,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5027781
63_210,19.414309831973544,-99.181803296437,2024-03-26 10:30:00,CUAUHTEMOC,CONDESA,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5236279
47_209,19.3338512596839,-99.1853813353031,2024-03-08 13:30:00,COYOACAN,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5915359
51_245,19.35082269094264,-99.00682224749966,2024-09-25 13:30:00,IZTAPALAPA,SANTIAGO ACAHUALTEPEC,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5230456
27_245,19.234910550055822,-99.00557967356828,2024-05-31 10:30:00,TLAHUAC,PEÑA ALTA,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.55307627
42_238,19.308087182703893,-99.03923916267084,2024-05-08 16:30:00,TLAHUAC,SAN MIGUEL ZAPOTITLA,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.54680926
61_211,19.40443901509834,-99.17515289082048,2024-02-22 07:30:00,MIGUELHIDALGO,ESCANDÓN I SECCIÓN,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5994894
77_231,19.482092724498493,-99.07541009524036,2024-06-06 10:30:00,GUSTAVOA.MADERO,PROVIDENCIA,DELITOS_CONTRA_AUTORIDAD_Y_SERV_PUBLICOS,50.0,0.5200193
39_194,19.29562141143432,-99.260502657432,2024-01-28 22:30:00,LAMAGDALENACONTRERAS,LA CARBONERA,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5056458
71_208,19.45270561155334,-99.19015538138387,2024-04-28 01:30:00,MIGUELHIDALGO,TACUBA,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.504909
46_194,19.32470712919783,-99.25833990410976,2024-03-17 13:30:00,ALVAROOBREGON,LOMAS DE LA ERA,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5012889
62_223,19.409901117951947,-99.11274337023735,2024-03-13 01:30:00,VENUSTIANOCARRANZA,PUEBLO DE LA MAGDALENA MIXIUHCA,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5033579
69_221,19.4408749160426,-99.12248215219596,2024-06-16 13:30:00,CUAUHTEMOC,MORELOS,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5227405
32_242,19.256855501971337,-99.01880144489805,2024-05-14 10:30:00,XOCHIMILCO,LAS ANIMAS,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.51192546
64_216,19.420124794118028,-99.15045081704474,2024-04-26 13:30:00,CUAUHTEMOC,DOCTORES,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.515679
44_223,19.319282413143096,-99.11408346886546,2024-07-18 13:30:00,COYOACAN,ALIANZA POPULAR REVOLUCIONARIA,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.53962195
60_203,19.39788955886755,-99.21509584753124,2024-07-02 19:30:00,ALVAROOBREGON,REACOMODO BELEN DE LAS FLORES,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5003198
43_195,19.31387861753378,-99.25623024947768,2024-01-25 22:30:00,LAMAGDALENACONTRERAS,SAN BERNABÉ OCOTEPEC,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5114438
60_217,19.39757292611664,-99.14328700552733,2024-01-31 07:30:00,BENITOJUAREZ,ÁLAMOS,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5367985
60_228,19.396504095433396,-99.0928680026019,2024-06-28 19:30:00,IZTACALCO,GRANJAS MÉXICO,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5094627
19_242,19.19135310837883,-99.0186430952031,2024-06-07 16:30:00,MILPAALTA,LA CONCEPCIÓN (VILLA MILPA ALTA),ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5363228
23_248,19.214136455977787,-98.99088120223992,2024-06-20 19:30:00,MILPAALTA,Pueblo San Antonio Tecomitl Barrio Xochitepec,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5118244
92_219,19.559025006749007,-99.13428111568628,2024-03-13 04:30:00,GUSTAVOA.MADERO,GENERAL FELIPE BERRIOZABAL,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5107498
64_216,19.4193323795014,-99.14873108191246,2024-03-29 01:30:00,CUAUHTEMOC,DOCTORES,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5177255
56_209,19.3796528405204,-99.18405550306512,2024-08-07 10:30:00,BENITOJUAREZ,SAN JUAN,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5173324
67_232,19.432713135099505,-99.07036055298728,2024-08-17 13:30:00,VENUSTIANOCARRANZA,PEÑÓN DE LOS BAÑOS,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5099571
62_222,19.40818126999654,-99.11989357110858,2024-07-16 13:30:00,VENUSTIANOCARRANZA,PUEBLO DE LA MAGDALENA MIXIUHCA,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.50066906
47_214,19.330844495137896,-99.16231438604646,2024-05-18 13:30:00,COYOACAN,PEDREGAL DE SANTO DOMINGO,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.50029093
53_194,19.364061276547265,-99.26038123461774,2024-08-09 16:30:00,ALVAROOBREGON,ZEDEC SANTA FE,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.51701593
72_218,19.45733504828663,-99.1420029978378,2024-06-05 01:30:00,CUAUHTEMOC,SAN SIMÓN TOLNAHUAC,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.50222075
49_232,19.345104408913237,-99.06866189634488,2024-01-18 10:30:00,IZTAPALAPA,LOS ÁNGELES,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5010861
53_193,19.362584175393778,-99.2652274086904,2024-09-17 10:30:00,ALVAROOBREGON,ZEDEC SANTA FE,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5226098
40_242,19.295664606002862,-99.01948981332636,2024-01-04 22:30:00,TLAHUAC,SAN FRANCISCO TLALTENCO,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.50425553
23_248,19.21148882210767,-98.99298022506004,2024-02-23 13:30:00,MILPAALTA,Pueblo San Antonio Tecomitl Barrio Xochitepec,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5018879
59_227,19.393896492132935,-99.09701835080594,2024-06-14 22:30:00,IZTACALCO,GABRIEL RAMOS MILLÁN SECCIÓN BRAMADERO,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.51415324
31_211,19.253213658930527,-99.17356646988654,2024-05-04 01:30:00,TLALPAN,SAN ANDRÉS TOTOLTEPEC,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5013752
79_231,19.490809790232905,-99.07730916428838,2024-01-03 01:30:00,GUSTAVOA.MADERO,SAN FELIPE DE JESÚS,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.50387186
50_240,19.345695507274343,-99.03211521681315,2024-09-07 07:30:00,IZTAPALAPA,AMPLIACION ZONA URBANA EJIDAL SANTA MARIA AZTAHUAC,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5033269
27_220,19.23383111123998,-99.1307080913198,2024-03-18 13:30:00,XOCHIMILCO,SAN MATEO XALPA,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.53442734
62_219,19.40621688812745,-99.13242913902693,2024-04-12 01:30:00,CUAUHTEMOC,VISTA ALEGRE,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5058008
60_212,19.39929109341677,-99.16912128677497,2024-07-24 13:30:00,BENITOJUAREZ,DEL VALLE CENTRO,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5111839
80_230,19.49869477455872,-99.08068367661248,2024-09-05 10:30:00,GUSTAVOA.MADERO,25 DE JULIO,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5090366
77_214,19.481352005572717,-99.16112313127844,2024-01-15 16:30:00,AZCAPOTZALCO,INDUSTRIAL VALLEJO,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.52072227
77_202,19.480513284108035,-99.21895192512956,2024-07-23 07:30:00,AZCAPOTZALCO,AMPLIACIÓN SAN PEDRO XALPA,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.51124614
61_212,19.405215101372963,-99.1686747007954,2024-03-15 04:30:00,CUAUHTEMOC,HIPÓDROMO,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5150985
60_210,19.396330000153977,-99.17959595660842,2024-03-22 01:30:00,BENITOJUAREZ,SAN PEDRO DE LOS PINOS,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.50760114
49_241,19.342841409062,-99.02614633220712,2024-02-23 04:30:00,IZTAPALAPA,CITLALLI,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.51061326
44_253,19.3187722085844,-98.96561943463392,2024-07-12 01:30:00,TLAHUAC,AMPLIACIÓN SANTA CATARINA,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.52133715
47_191,19.334749552859513,-99.27664937261626,2024-01-29 19:30:00,ALVAROOBREGON,SAN BARTOLO AMEYALCO,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5276305
42_252,19.310650389739276,-98.96903954985518,2024-09-19 01:30:00,TLAHUAC,BARRIO SAN MIGUEL,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5060016
54_198,19.36862673102639,-99.23866014107914,2024-04-25 10:30:00,ALVAROOBREGON,GARCIMARRERO,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5249197
75_220,19.472197957731535,-99.13121375950004,2024-02-28 10:30:00,GUSTAVOA.MADERO,INDUSTRIAL,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.53217554
66_212,19.42564908810741,-99.17222770782524,2024-07-26 01:30:00,CUAUHTEMOC,CUAUHTÉMOC,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.52586025
77_205,19.4838883858144,-99.20691893864873,2024-04-03 10:30:00,AZCAPOTZALCO,SAN PEDRO XALPA,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5115974
57_217,19.383281687361464,-99.14268492945344,2024-01-09 10:30:00,BENITOJUAREZ,NIÑOS HÉROES,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.50047415
88_216,19.53808021971991,-99.15058702764335,2024-09-07 10:30:00,GUSTAVOA.MADERO,ZONA ESCOLAR,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.53845817
70_212,19.44987147046735,-99.1694341723676,2024-06-22 07:30:00,MIGUELHIDALGO,ANAHUAC,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.52014506
48_238,19.33582024856876,-99.03929093756634,2024-05-21 10:30:00,IZTAPALAPA,SANTA CRUZ MEYEHUALCO,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5222965
50_210,19.346928157663974,-99.181019682376,2024-07-05 13:30:00,COYOACAN,BARRIO OXTOPULCO UNIVERSIDAD,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.51554924
37_205,19.2804273805363,-99.20624333845376,2024-08-30 16:30:00,TLALPAN,MIGUEL HIDALGO 3A SECCIÓN,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.53491527
57_205,19.3826369214776,-99.20660059747064,2024-05-05 10:30:00,ALVAROOBREGON,ARVIDE,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5130322
72_226,19.45556768673417,-99.1001692245467,2024-09-12 13:30:00,GUSTAVOA.MADERO,NUEVA TENOCHTITLAN,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.50789845
52_228,19.356303448236098,-99.08883630947652,2024-09-21 16:30:00,IZTAPALAPA,SAN PABLO - BARRIO,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5770969
84_221,19.51637592455207,-99.12562167779215,2024-01-15 13:30:00,GUSTAVOA.MADERO,SAN JUAN Y GUADALUPE TICOMÁN,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.50611186
41_222,19.30319756603492,-99.11985493066518,2024-05-09 10:30:00,COYOACAN,CAMPESTRE COYOACÁN,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.531932
27_211,19.234499721444404,-99.17793656268384,2024-04-16 16:30:00,TLALPAN,LA MAGDALENA PETLACALCO,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5436246
67_210,19.43317131555436,-99.17832037851768,2024-03-22 13:30:00,MIGUELHIDALGO,ANZURES,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5190153
58_235,19.39024114938589,-99.05337013553024,2024-02-09 22:30:00,IZTAPALAPA,TEPALCATES,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5033433
64_223,19.417749432494,-99.11586848537772,2024-01-31 10:30:00,VENUSTIANOCARRANZA,JARDÍN BALBUENA,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5349256
64_216,19.416803044714182,-99.14712799987667,2024-04-16 07:30:00,CUAUHTEMOC,DOCTORES,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.51164186
78_214,19.48977107147279,-99.15974693140996,2024-02-10 13:30:00,AZCAPOTZALCO,INDUSTRIAL VALLEJO,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.52716845
71_227,19.45114715841763,-99.09493206970102,2024-07-07 13:30:00,GUSTAVOA.MADERO,SAN JUAN DE ARAGÓN I SECCIÓN,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5052892
33_224,19.265311690075833,-99.10879911693505,2024-04-06 13:30:00,XOCHIMILCO,SAN MARCOS,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.51540446
59_229,19.390431600171222,-99.08336937660734,2024-07-31 10:30:00,IZTACALCO,EL RODEO,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5176725
72_225,19.460035135121977,-99.10435900563466,2024-03-19 22:30:00,GUSTAVOA.MADERO,NUEVA TENOCHTITLAN,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.500056
38_202,19.28550749272553,-99.22118075821298,2024-06-13 10:30:00,TLALPAN,HÉROES DE PADIERNA,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.5233677
40_222,19.299310660198884,-99.12072154619884,2024-03-08 13:30:00,TLALPAN,RINCONADA LAS HADAS,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.51886153
45_207,19.32282857747048,-99.19340335231934,2024-04-17 01:30:00,ALVAROOBREGON,JARDINES DEL PEDREGAL,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.512687
60_210,19.39942347015579,-99.18177973160456,2024-02-13 10:30:00,BENITOJUAREZ,SAN PEDRO DE LOS PINOS,ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.51974916
23_247,19.210986679392324,-98.99561462902476,2024-06-05 10:30:00,MILPAALTA,CRUZTITLA (SAN ANTONIO TECOMITL),ROBO_A_NEGOCIO_O_EMPRESA,250.0,0.50643706
